"year","id_country","fire_type","N","N_km","my_mean","year.y","month"
"201009","brazil","new",21554,4626.75271412873,-1.30830898368874,"2010","09"
"201009","brazil","cumu",746408,160222.939586499,-1.30830898368874,"2010","09"
"201010","brazil","cumu",752000,161423.31080193,-1.37583735072558,"2010","10"
"201010","brazil","new",5592,1200.37121543137,-1.37583735072558,"2010","10"
"201011","brazil","cumu",755700,162217.547836461,-1.22367728258902,"2010","11"
"201011","brazil","new",3700,794.237034530773,-1.22367728258902,"2010","11"
"201012","brazil","cumu",756714,162435.211715654,-0.891942159035628,"2010","12"
"201012","brazil","new",1014,217.663879193028,-0.891942159035628,"2010","12"
"201101","brazil","cumu",756874,162469.557100931,-0.695562303818147,"2011","01"
"201101","brazil","new",160,34.3453852770064,-0.695562303818147,"2011","01"
"201102","brazil","cumu",756912,162477.714129934,-0.458532870828319,"2011","02"
"201102","brazil","new",38,8.15702900328902,-0.458532870828319,"2011","02"
"201103","brazil","new",76,16.314058006578,-0.300317466738904,"2011","03"
"201103","brazil","cumu",756988,162494.028187941,-0.300317466738904,"2011","03"
"201104","brazil","new",65,13.9528127687839,-0.135037298245207,"2011","04"
"201104","brazil","cumu",757053,162507.98100071,-0.135037298245207,"2011","04"
"201105","brazil","new",108,23.1831350619793,0.0374731020304155,"2011","05"
"201105","brazil","cumu",757161,162531.164135772,0.0374731020304155,"2011","05"
"201106","brazil","cumu",757454,162594.05912256,0.0973215005816237,"2011","06"
"201106","brazil","new",293,62.894986788518,0.0973215005816237,"2011","06"
"201107","brazil","cumu",758261,162767.288659551,0.0861015840866446,"2011","07"
"201107","brazil","new",807,173.229536990901,0.0861015840866446,"2011","07"
"201108","brazil","new",4289,920.670984081753,-0.0569968778947625,"2011","08"
"201108","brazil","cumu",762550,163687.959643633,-0.0569968778947625,"2011","08"
"201109","brazil","new",7525,1615.30640130921,-0.167440796725235,"2011","09"
"201109","brazil","cumu",770075,165303.266044942,-0.167440796725235,"2011","09"
"201110","brazil","cumu",773323,166000.477366065,-0.312872077259363,"2011","10"
"201110","brazil","new",3248,697.21132112323,-0.312872077259363,"2011","10"
"201111","brazil","cumu",775989,166572.757348243,-0.39902787697886,"2011","11"
"201111","brazil","new",2666,572.279982178119,-0.39902787697886,"2011","11"
"201112","brazil","cumu",777555,166908.912806642,-0.57701504902553,"2011","12"
"201112","brazil","new",1566,336.1554583987,-0.57701504902553,"2011","12"
"201201","brazil","cumu",777694,166938.750360101,-0.519848879588702,"2012","01"
"201201","brazil","new",139,29.8375534593993,-0.519848879588702,"2012","01"
"201202","brazil","new",102,21.8951831140916,-0.508077032239652,"2012","02"
"201202","brazil","cumu",777796,166960.645543215,-0.508077032239652,"2012","02"
"201203","brazil","new",52,11.1622502150271,-0.329438798607502,"2012","03"
"201203","brazil","cumu",777848,166971.80779343,-0.329438798607502,"2012","03"
"201204","brazil","cumu",777895,166981.896750356,-0.355561462792052,"2012","04"
"201204","brazil","new",47,10.0889569251206,-0.355561462792052,"2012","04"
"201205","brazil","cumu",778044,167013.880890395,-0.344652520338877,"2012","05"
"201205","brazil","new",149,31.9841400392122,-0.344652520338877,"2012","05"
"201206","brazil","cumu",778477,167106.828089301,-0.345693977937011,"2012","06"
"201206","brazil","new",433,92.9471989058986,-0.345693977937011,"2012","06"
"201207","brazil","new",992,212.94138871744,-0.378659732879028,"2012","07"
"201207","brazil","cumu",779469,167319.769478018,-0.378659732879028,"2012","07"
"201208","brazil","new",10527,2259.71169256904,-0.488944816478565,"2012","08"
"201208","brazil","cumu",789996,169579.481170587,-0.488944816478565,"2012","08"
"201209","brazil","new",10445,2242.10968261457,-0.47711445476407,"2012","09"
"201209","brazil","cumu",800441,171821.590853202,-0.47711445476407,"2012","09"
"201210","brazil","cumu",805413,172888.873700685,-0.833734163392153,"2012","10"
"201210","brazil","new",4972,1067.28284748297,-0.833734163392153,"2012","10"
"201211","brazil","cumu",810228,173922.455138865,-1.06603530465358,"2012","11"
"201211","brazil","new",4815,1033.58143817991,-1.06603530465358,"2012","11"
"201212","brazil","cumu",811124,174114.789296416,-1.15624761973744,"2012","12"
"201212","brazil","new",896,192.334157551236,-1.15624761973744,"2012","12"
"201301","brazil","cumu",811357,174164.804763726,-1.00267487078256,"2013","01"
"201301","brazil","new",233,50.0154673096406,-1.00267487078256,"2013","01"
"201302","brazil","cumu",811406,174175.323037967,-0.816805576695562,"2013","02"
"201302","brazil","new",49,10.5182742410832,-0.816805576695562,"2013","02"
"201303","brazil","cumu",811540,174204.087298136,-0.619502088402125,"2013","03"
"201303","brazil","new",134,28.7642601694929,-0.619502088402125,"2013","03"
"201304","brazil","cumu",811641,174225.767822592,-0.625182131985316,"2013","04"
"201304","brazil","new",101,21.6805244561103,-0.625182131985316,"2013","04"
"201305","brazil","new",151,32.4134573551748,-0.527642568735696,"2013","05"
"201305","brazil","cumu",811792,174258.181279947,-0.527642568735696,"2013","05"
"201306","brazil","new",368,78.9943861371147,-0.499697097887595,"2013","06"
"201306","brazil","cumu",812160,174337.175666085,-0.499697097887595,"2013","06"
"201307","brazil","cumu",812833,174481.640942906,-0.307760000683507,"2013","07"
"201307","brazil","new",673,144.465276821408,-0.307760000683507,"2013","07"
"201308","brazil","new",4169,894.911945123998,-0.217318737291267,"2013","08"
"201308","brazil","cumu",817002,175376.55288803,-0.217318737291267,"2013","08"
"201309","brazil","new",6240,1339.47002580325,-0.219641767855554,"2013","09"
"201309","brazil","cumu",823242,176716.022913833,-0.219641767855554,"2013","09"
"201310","brazil","new",3340,716.959917657509,-0.28078948674223,"2013","10"
"201310","brazil","cumu",826582,177432.982831491,-0.28078948674223,"2013","10"
"201311","brazil","cumu",828394,177821.944319753,-0.173275692518715,"2013","11"
"201311","brazil","new",1812,388.961488262098,-0.173275692518715,"2013","11"
"201312","brazil","cumu",830348,178241.387337448,-0.407842122788743,"2013","12"
"201312","brazil","new",1954,419.443017695441,-0.407842122788743,"2013","12"
"201401","brazil","new",390,83.7168766127031,-0.415178201146907,"2014","01"
"201401","brazil","cumu",830738,178325.104214061,-0.415178201146907,"2014","01"
"201402","brazil","new",188,40.3558277004825,-0.228339219234089,"2014","02"
"201402","brazil","cumu",830926,178365.460041761,-0.228339219234089,"2014","02"
"201403","brazil","cumu",831319,178449.820894348,-0.0298157439457498,"2014","03"
"201403","brazil","new",393,84.360852586647,-0.0298157439457498,"2014","03"
"201404","brazil","cumu",831426,178472.789370752,-0.152355000335404,"2014","04"
"201404","brazil","new",107,22.968476403998,-0.152355000335404,"2014","04"
"201405","brazil","new",104,22.3245004300542,-0.25147463203232,"2014","05"
"201405","brazil","cumu",831530,178495.113871182,-0.25147463203232,"2014","05"
"201406","brazil","cumu",831976,178590.851632642,-0.316898053536186,"2014","06"
"201406","brazil","new",446,95.7377614596553,-0.316898053536186,"2014","06"
"201407","brazil","cumu",832859,178780.395227639,-0.379326403686429,"2014","07"
"201407","brazil","new",883,189.543594997479,-0.379326403686429,"2014","07"
"201408","brazil","new",9550,2049.99018372132,-0.591843077982705,"2014","08"
"201408","brazil","cumu",842409,180830.385411361,-0.591843077982705,"2014","08"
"201409","brazil","new",7865,1688.29034502285,-0.60537505168069,"2014","09"
"201409","brazil","cumu",850274,182518.675756383,-0.60537505168069,"2014","09"
"201410","brazil","new",4352,934.194479534574,-0.628299960251385,"2014","10"
"201410","brazil","cumu",854626,183452.870235918,-0.628299960251385,"2014","10"
"201411","brazil","new",4001,858.849290583141,-0.815860359746513,"2014","11"
"201411","brazil","cumu",858627,184311.719526501,-0.815860359746513,"2014","11"
"201412","brazil","new",2033,436.401051675963,-1.09134798872908,"2014","12"
"201412","brazil","cumu",860660,184748.120578177,-1.09134798872908,"2014","12"
"201501","brazil","new",420,90.1566363521418,-1.07657086336843,"2015","01"
"201501","brazil","cumu",861080,184838.277214529,-1.07657086336843,"2015","01"
"201502","brazil","cumu",861522,184933.156341357,-1.11754585607746,"2015","02"
"201502","brazil","new",442,94.8791268277302,-1.11754585607746,"2015","02"
"201503","brazil","new",197,42.2877556223141,-0.9608961179018,"2015","03"
"201503","brazil","cumu",861719,184975.444096979,-0.9608961179018,"2015","03"
"201504","brazil","new",225,48.2981980457903,-0.92911149085918,"2015","04"
"201504","brazil","cumu",861944,185023.742295025,-0.92911149085918,"2015","04"
"201505","brazil","cumu",862004,185036.621814504,-0.886049171110803,"2015","05"
"201505","brazil","new",60,12.8795194788774,-0.886049171110803,"2015","05"
"201506","brazil","new",375,80.4969967429838,-0.841346733397391,"2015","06"
