"year","id_country","fire_type","N","N_km","my_mean","year.y","month"
"201706","brazil","new",178,38.2092411206696,-0.632060412748999,"2017","06"
"201706","brazil","cumu",672164,144285.822183336,-0.632060412748999,"2017","06"
"201707","brazil","cumu",673686,144612.532660783,-0.694903339353313,"2017","07"
"201707","brazil","new",1522,326.710477447523,-0.694903339353313,"2017","07"
"201708","brazil","cumu",679801,145925.170354339,-0.76907427038781,"2017","08"
"201708","brazil","new",6115,1312.63769355559,-0.76907427038781,"2017","08"
"201709","brazil","new",24345,5225.86502855451,-1.06062430295444,"2017","09"
"201709","brazil","cumu",704146,151151.035382893,-1.06062430295444,"2017","09"
"201710","brazil","new",3458,742.289639299301,-1.32291398623485,"2017","10"
"201710","brazil","cumu",707604,151893.325022193,-1.32291398623485,"2017","10"
"201711","brazil","cumu",709818,152368.579290963,-1.48756841895479,"2017","11"
"201711","brazil","new",2214,475.254268770576,-1.48756841895479,"2017","11"
"201712","brazil","cumu",712854,153020.282976595,-1.39365935072571,"2017","12"
"201712","brazil","new",3036,651.703685631197,-1.39365935072571,"2017","12"
"201801","brazil","new",120,25.7590389577548,-1.40333733208398,"2018","01"
"201801","brazil","cumu",712974,153046.042015552,-1.40333733208398,"2018","01"
"201802","brazil","new",436,93.5911748798425,-1.01918195214248,"2018","02"
"201802","brazil","cumu",713410,153139.633190432,-1.01918195214248,"2018","02"
"201803","brazil","cumu",714504,153374.469762264,-0.93860462302483,"2018","03"
"201803","brazil","new",1094,234.836571831531,-0.93860462302483,"2018","03"
"201804","brazil","new",73,15.6700820326342,-0.697382564269097,"2018","04"
"201804","brazil","cumu",714577,153390.139844296,-0.697382564269097,"2018","04"
"201805","brazil","new",79,16.9580339805219,-0.581242504555288,"2018","05"
"201805","brazil","cumu",714656,153407.097878277,-0.581242504555288,"2018","05"
"201806","brazil","cumu",714821,153442.516556844,-0.522112092355587,"2018","06"
"201806","brazil","new",165,35.4186785669129,-0.522112092355587,"2018","06"
"201807","brazil","cumu",715691,153629.269589287,-0.441791904519173,"2018","07"
"201807","brazil","new",870,186.753032443722,-0.441791904519173,"2018","07"
"201808","brazil","cumu",717817,154085.633896156,-0.425075166005732,"2018","08"
"201808","brazil","new",2126,456.364306868223,-0.425075166005732,"2018","08"
"201809","brazil","new",8869,1903.80763763606,-0.64577121306168,"2018","09"
"201809","brazil","cumu",726686,155989.441533792,-0.64577121306168,"2018","09"
"201810","brazil","new",1396,299.663486541881,-0.707831253974758,"2018","10"
"201810","brazil","cumu",728082,156289.105020334,-0.707831253974758,"2018","10"
"201811","brazil","new",762,163.569897381743,-0.792876268420881,"2018","11"
"201811","brazil","cumu",728844,156452.674917715,-0.792876268420881,"2018","11"
"201812","brazil","new",45,9.65963960915805,-0.555998417287168,"2018","12"
"201812","brazil","cumu",728889,156462.334557325,-0.555998417287168,"2018","12"
"201901","brazil","new",276,59.245789602836,-0.628303982313176,"2019","01"
"201901","brazil","cumu",729165,156521.580346927,-0.628303982313176,"2019","01"
"201902","brazil","cumu",729509,156595.422925273,-0.49797424894974,"2019","02"
"201902","brazil","new",344,73.8425783455638,-0.49797424894974,"2019","02"
"201903","brazil","cumu",734055,157571.261184456,-0.525205523577385,"2019","03"
"201903","brazil","new",4546,975.838259182944,-0.525205523577385,"2019","03"
"201904","brazil","new",2180,467.955874399212,-0.420387910315852,"2019","04"
"201904","brazil","cumu",736235,158039.217058855,-0.420387910315852,"2019","04"
"201905","brazil","cumu",736400,158074.635737422,-0.387682501742878,"2019","05"
"201905","brazil","new",165,35.4186785669129,-0.387682501742878,"2019","05"
"201906","brazil","cumu",736554,158107.693170751,-0.413324881886258,"2019","06"
"201906","brazil","new",154,33.0574333291187,-0.413324881886258,"2019","06"
"201907","brazil","new",1431,307.176539571226,-0.397303293665603,"2019","07"
"201907","brazil","cumu",737985,158414.869710322,-0.397303293665603,"2019","07"
"201908","brazil","new",14721,3159.99010414257,-0.507048923980597,"2019","08"
"201908","brazil","cumu",752706,161574.859814465,-0.507048923980597,"2019","08"
"201909","brazil","new",7815,1677.55741212378,-0.79009187882282,"2019","09"
"201909","brazil","cumu",760521,163252.417226589,-0.79009187882282,"2019","09"
"201910","brazil","cumu",761796,163526.107015515,-0.84495475948062,"2019","10"
"201910","brazil","new",1275,273.689788926145,-0.84495475948062,"2019","10"
"201911","brazil","new",951,204.140383740207,-0.941992845614113,"2019","11"
"201911","brazil","cumu",762747,163730.247399255,-0.941992845614113,"2019","11"
"201912","brazil","new",131,28.120284195549,-0.679610473191044,"2019","12"
"201912","brazil","cumu",762878,163758.367683451,-0.679610473191044,"2019","12"
